timestamp,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,roll_mean_3d,roll_mean_7d,roll_std_7d,lag_1,lag_2,lag_3,lag_7,day,month,dayofweek,year
2023-01-04,Madrid,Spain,114.8,34.08,23.37,20.03,6.75,51.48,29.78,46.37,1.59,108.81666666666666,105.79142857142857,27.94895491699786,119.8,91.85,145.94,50.88,4,1,2,2023
2023-01-04,Madrid,Spain,148.54,94.24,53.88,47.32,0.3,171.99,12.43,44.49,9.5,127.71333333333332,109.62857142857142,32.0384989393341,114.8,119.8,91.85,121.68,4,1,2,2023
2023-01-04,Mumbai,India,147.68,118.53,63.76,36.44,9.72,25.04,23.57,44.85,19.15,137.00666666666666,118.72857142857143,32.58114098092707,148.54,114.8,119.8,83.98,4,1,2,2023
2023-01-04,Moscow,Russia,81.31,62.56,40.54,46.76,8.69,102.4,21.34,77.0,7.08,125.84333333333335,121.41714285714285,27.555876998253108,147.68,148.54,114.8,62.49,4,1,2,2023
2023-01-04,Madrid,Spain,65.4,166.17,94.0,3.95,0.97,15.65,26.5,73.1,11.92,98.13,109.91142857142859,32.056818530317564,81.31,147.68,148.54,145.94,4,1,2,2023
2023-01-04,Dubai,UAE,38.88,58.26,51.49,7.72,7.63,76.36,29.0,52.12,6.71,61.86333333333334,102.34428571428573,41.80162431339352,65.4,81.31,147.68,91.85,4,1,2,2023
2023-01-04,Sydney,Australia,113.17,89.16,16.55,26.36,2.02,186.62,30.33,36.92,8.03,72.48333333333333,101.39714285714285,41.4135029164344,38.88,65.4,81.31,119.8,4,1,2,2023
2023-01-04,New York,USA,147.61,137.08,40.43,24.43,8.19,173.43,4.2,91.43,14.94,99.88666666666667,106.08428571428571,44.893718512780374,113.17,38.88,65.4,114.8,4,1,2,2023
2023-01-04,Beijing,China,97.32,147.52,47.68,4.26,5.06,10.6,-4.69,37.66,15.11,119.36666666666667,98.76714285714287,40.808938446654736,147.61,113.17,38.88,148.54,4,1,2,2023
2023-01-04,Johannesburg,South Africa,79.53,171.18,49.52,13.2,4.78,153.98,21.31,77.26,5.88,108.15333333333335,89.03142857142858,34.895863856418735,97.32,147.61,113.17,147.68,4,1,2,2023
2023-01-04,Rio de Janeiro,Brazil,110.44,155.43,49.86,38.35,4.51,55.1,7.01,32.27,17.56,95.76333333333332,93.19285714285715,35.552336873162844,79.53,97.32,147.61,81.31,4,1,2,2023
2023-01-04,Istanbul,Turkey,104.09,136.93,38.51,38.04,7.85,99.95,24.52,35.26,3.65,98.02,98.72000000000001,33.457115835050665,110.44,79.53,97.32,65.4,4,1,2,2023
2023-01-04,Mumbai,India,92.84,155.11,8.99,11.29,2.22,71.12,6.97,95.96,3.47,102.45666666666666,106.42857142857143,21.42454155757783,104.09,110.44,79.53,38.88,4,1,2,2023
2023-01-04,Tokyo,Japan,86.22,122.88,10.96,48.98,0.3,131.54,7.64,51.67,3.93,94.38333333333333,102.57857142857142,22.409997343872647,92.84,104.09,110.44,113.17,4,1,2,2023
2023-01-04,Tokyo,Japan,131.65,166.12,62.22,40.53,2.96,73.55,33.65,39.84,10.94,103.57000000000001,100.29857142857144,17.292471799959042,86.22,92.84,104.09,147.61,4,1,2,2023
2023-01-04,Sydney,Australia,105.66,90.46,70.4,9.26,4.68,91.31,7.2,51.49,12.48,107.84333333333332,101.49,17.340290270542315,131.65,86.22,92.84,97.32,4,1,2,2023
2023-01-04,New York,USA,52.52,104.37,8.52,24.08,9.21,116.54,17.84,37.36,10.7,96.61,97.63142857142857,24.548296905332933,105.66,131.65,86.22,79.53,4,1,2,2023
2023-01-04,Moscow,Russia,116.64,125.82,90.61,14.97,8.72,147.96,37.02,62.61,16.54,91.60666666666667,98.51714285714286,25.190898299640978,52.52,105.66,131.65,110.44,4,1,2,2023
2023-01-04,Seoul,South Korea,39.84,195.93,73.74,25.34,4.7,164.08,20.2,77.7,14.82,69.66666666666667,89.33857142857143,33.24082651828989,116.64,52.52,105.66,104.09,4,1,2,2023
2023-01-04,Beijing,China,40.05,136.99,62.46,19.85,1.27,57.78,28.38,45.45,2.33,65.50999999999999,81.79714285714284,37.966446903498706,39.84,116.64,52.52,92.84,4,1,2,2023
2023-01-04,Rio de Janeiro,Brazil,65.59,60.23,27.11,43.15,0.14,187.28,16.9,59.66,9.13,48.49333333333334,78.85000000000001,38.364516591941175,40.05,39.84,116.64,86.22,4,1,2,2023
2023-01-05,Toronto,Canada,75.68,93.08,35.81,9.87,5.12,48.02,23.92,47.33,15.6,60.44,70.85428571428572,30.56606389289857,65.59,40.05,39.84,131.65,5,1,3,2023
2023-01-05,Bangkok,Thailand,95.64,192.46,37.28,46.64,8.5,159.19,14.02,91.29,2.49,78.97,69.42285714285715,28.85092876280045,75.68,65.59,40.05,105.66,5,1,3,2023
2023-01-05,Istanbul,Turkey,137.31,47.28,57.29,39.92,8.27,13.91,20.31,52.4,10.9,102.87666666666667,81.53571428571429,37.1711469005835,95.64,75.68,65.59,52.52,5,1,3,2023
2023-01-05,Cairo,Egypt,47.5,133.65,36.7,7.45,4.28,139.85,-7.5,23.66,2.68,93.48333333333333,71.65857142857143,35.433925094731514,137.31,95.64,75.68,116.64,5,1,3,2023
2023-01-05,Mexico City,Mexico,80.32,35.99,13.18,29.34,6.25,190.71,27.43,50.01,16.72,88.37666666666667,77.44142857142857,32.56247094871196,47.5,137.31,95.64,39.84,5,1,3,2023
2023-01-05,Seoul,South Korea,72.67,196.91,12.16,42.38,6.18,27.72,38.25,22.66,16.64,66.83,82.10142857142857,28.385810673980128,80.32,47.5,137.31,40.05,5,1,3,2023
2023-01-05,New York,USA,94.59,32.59,82.94,44.55,8.42,48.51,30.44,78.0,10.96,82.52666666666666,86.24428571428572,27.68188267750995,72.67,80.32,47.5,65.59,5,1,3,2023
2023-01-05,New York,USA,141.35,79.77,78.95,23.37,9.42,37.71,31.5,49.9,11.98,102.87,95.62571428571427,33.92805371033573,94.59,72.67,80.32,75.68,5,1,3,2023
2023-01-05,Mumbai,India,10.09,163.4,40.77,18.56,3.42,42.85,31.09,27.6,9.99,82.01,83.4042857142857,46.86415113820753,141.35,94.59,72.67,95.64,5,1,3,2023
2023-01-05,London,UK,83.76,75.73,35.51,43.43,0.83,162.59,28.71,51.31,4.23,78.39999999999999,75.75428571428571,40.542436556092156,10.09,141.35,94.59,137.31,5,1,3,2023
2023-01-05,Madrid,Spain,147.81,110.78,71.19,21.14,3.03,63.76,37.25,68.46,6.42,80.55333333333334,90.08428571428571,46.221232443233546,83.76,10.09,141.35,47.5,5,1,3,2023
2023-01-05,Paris,France,81.46,80.94,42.19,38.11,2.85,115.21,18.32,75.84,19.37,104.34333333333335,90.24714285714286,46.18308734962241,147.81,83.76,10.09,80.32,5,1,3,2023
2023-01-05,Los Angeles,USA,121.28,196.39,86.17,28.74,2.64,46.86,18.53,43.01,3.96,116.85000000000001,97.19142857142857,46.7507324108658,81.46,147.81,83.76,72.67,5,1,3,2023
2023-01-05,Madrid,Spain,101.19,105.46,84.13,1.77,9.6,122.31,4.69,60.12,2.5,101.31,98.13428571428571,46.75607655950286,121.28,81.46,147.81,94.59,5,1,3,2023
2023-01-05,London,UK,14.72,191.31,64.22,4.96,8.59,84.61,10.69,77.93,7.64,79.06333333333335,80.0442857142857,51.504680323618075,101.19,121.28,81.46,141.35,5,1,3,2023
2023-01-05,New York,USA,138.8,26.28,11.27,46.86,7.2,38.78,-2.68,56.19,7.67,84.90333333333335,98.43142857142858,44.92292526412001,14.72,101.19,121.28,10.09,5,1,3,2023
2023-01-05,Madrid,Spain,106.48,111.0,34.87,20.99,2.8,125.03,18.63,90.28,13.17,86.66666666666669,101.67714285714287,44.50505840698922,138.8,14.72,101.19,83.76,5,1,3,2023
2023-01-05,Paris,France,47.72,110.6,44.38,17.46,7.61,131.83,0.96,48.85,2.82,97.66666666666669,87.37857142857142,43.27468483558309,106.48,138.8,14.72,147.81,5,1,3,2023
2023-01-05,Dubai,UAE,138.61,31.71,30.69,28.21,3.43,70.17,9.51,30.64,11.41,97.60333333333335,95.54285714285713,47.18621080862701,47.72,106.48,138.8,81.46,5,1,3,2023
2023-01-05,Mexico City,Mexico,58.71,96.84,22.83,25.41,2.96,100.95,4.84,49.71,8.04,81.68000000000002,86.60428571428572,47.42398017077534,138.61,47.72,106.48,121.28,5,1,3,2023
2023-01-05,Madrid,Spain,21.87,12.66,35.54,48.08,6.39,142.8,26.13,89.57,6.8,73.06333333333335,75.27285714285715,52.5566030467107,58.71,138.61,47.72,101.19,5,1,3,2023
2023-01-05,Cairo,Egypt,86.62,54.19,27.56,25.67,6.1,179.91,0.08,42.89,1.02,55.73333333333335,85.54428571428572,45.27098513659817,21.87,58.71,138.61,14.72,5,1,3,2023
2023-01-05,Sydney,Australia,16.32,95.63,67.29,14.71,7.05,72.75,6.22,19.99,10.76,41.603333333333346,68.04714285714286,44.92503597263839,86.62,21.87,58.71,138.8,5,1,3,2023
2023-01-05,Johannesburg,South Africa,112.81,76.32,76.87,27.17,7.98,117.62,36.77,83.32,1.55,71.91666666666669,68.95142857142858,45.88111064790945,16.32,86.62,21.87,106.48,5,1,3,2023
2023-01-05,Beijing,China,13.34,118.92,22.1,8.88,4.96,147.36,1.76,84.42,17.39,47.49000000000001,64.04,50.17213768616996,112.81,16.32,86.62,47.72,5,1,3,2023
2023-01-05,Seoul,South Korea,144.06,49.7,66.72,16.74,4.91,10.19,23.55,11.82,12.9,90.07000000000001,64.81857142857143,51.54566371305198,13.34,112.81,16.32,138.61,5,1,3,2023
2023-01-06,Dubai,UAE,40.27,68.38,19.65,35.26,6.95,18.02,30.19,40.87,6.68,65.89000000000001,62.184285714285714,52.37441196396791,144.06,13.34,112.81,58.71,6,1,4,2023
2023-01-06,Mumbai,India,82.28,98.04,79.45,5.66,5.81,177.26,-0.45,34.29,18.9,88.87,70.81428571428572,49.52395375207932,40.27,144.06,13.34,21.87,6,1,4,2023
2023-01-06,New York,USA,122.57,120.12,6.85,46.51,1.81,193.99,16.63,79.58,14.16,81.70666666666668,75.95000000000002,53.16630574590135,82.28,40.27,144.06,86.62,6,1,4,2023
2023-01-06,Dubai,UAE,123.67,186.24,87.39,13.17,5.14,152.31,11.63,93.56,17.58,109.50666666666667,91.28571428571429,48.365119958203614,122.57,82.28,40.27,16.32,6,1,4,2023
