timestamp,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,roll_mean_3d,roll_mean_7d,roll_std_7d,lag_1,lag_2,lag_3,lag_7,day,month,dayofweek,year,zscore,anom_z,anom_iso,anom_lstm,anom_votes,anom_any
2023-01-03,Dubai,UAE,5.37,38.54,28.81,4.13,4.55,78.54,13.06,77.64,14.73,49.54000000000001,58.78428571428572,54.10359133401493,134.74,8.51,10.35,29.38,3,1,1,2023,-0.9872595218964124,False,False,False,0,False
2023-01-04,Moscow,Russia,15.15,26.73,91.83,8.29,8.38,153.99,5.66,57.56,4.1,51.75333333333334,51.91285714285714,56.44567320716021,5.37,134.74,8.51,63.25,4,1,2,2023,-0.6512962828396638,False,False,False,0,False
2023-01-04,Tokyo,Japan,97.71,154.57,28.39,12.47,6.26,82.73,34.91,74.74,9.81,39.41,48.46999999999999,52.03441008922205,15.15,5.37,134.74,121.81,4,1,2,2023,0.9462968815178872,False,False,False,0,False
2023-01-04,Los Angeles,USA,57.48,37.22,79.35,25.56,6.8,124.85,8.99,98.47,8.01,56.78,47.04428571428571,51.56195362769687,97.71,15.15,5.37,67.46,4,1,2,2023,0.20239175499173254,False,False,False,0,False
2023-01-04,Johannesburg,South Africa,50.88,80.36,56.09,15.87,8.25,123.55,19.32,46.55,14.9,68.69,52.83428571428571,48.96492583375127,57.48,97.71,15.15,10.35,4,1,2,2023,-0.039911950870325216,False,False,False,0,False
2023-01-04,Cairo,Egypt,121.68,95.26,16.15,10.5,1.13,25.03,-7.52,19.91,11.87,76.68,69.00142857142858,50.54838982881368,50.88,57.48,97.71,8.51,4,1,2,2023,1.0421414333063754,False,False,False,0,False
2023-01-04,Cairo,Egypt,83.98,178.61,35.25,34.79,1.38,19.71,17.92,54.25,17.55,85.51333333333334,61.75,42.55497150745138,121.68,50.88,57.48,134.74,4,1,2,2023,0.5223831484785543,False,False,False,0,False
2023-01-04,Johannesburg,South Africa,62.49,194.18,19.42,6.44,8.52,109.25,-4.29,51.31,6.89,89.38333333333334,69.91,34.692212382608275,83.98,121.68,50.88,5.37,4,1,2,2023,-0.2138808536611482,False,False,False,0,False
2023-01-04,Tokyo,Japan,145.94,181.29,86.79,32.85,7.66,69.63,16.87,52.73,12.16,97.47,88.59428571428573,35.495265344898606,62.49,83.98,121.68,15.15,4,1,2,2023,1.6155877052019398,False,False,False,0,False
2023-01-04,Seoul,South Korea,91.85,147.6,33.74,5.89,3.47,177.59,18.48,56.34,15.53,100.09333333333332,87.75714285714285,35.31307817900032,145.94,62.49,83.98,97.71,4,1,2,2023,0.11590202139826897,False,False,False,0,False
2023-01-04,Bangkok,Thailand,119.8,63.31,28.33,19.67,1.46,67.52,27.96,12.94,1.85,119.19666666666666,96.66,34.24737021534157,91.85,145.94,62.49,57.48,4,1,2,2023,0.6756723174312069,False,False,False,0,False
2023-01-04,Madrid,Spain,114.8,34.08,23.37,20.03,6.75,51.48,29.78,46.37,1.59,108.81666666666666,105.79142857142855,27.94895491699786,119.8,91.85,145.94,50.88,4,1,2,2023,0.3223222998857219,False,False,False,0,False
2023-01-04,Madrid,Spain,148.54,94.24,53.88,47.32,0.3,171.99,12.43,44.49,9.5,127.71333333333332,109.62857142857142,32.0384989393341,114.8,119.8,91.85,121.68,4,1,2,2023,1.214520962542411,False,False,False,0,False
2023-01-04,Mumbai,India,147.68,118.53,63.76,36.44,9.72,25.04,23.57,44.85,19.15,137.00666666666666,118.72857142857144,32.58114098092707,148.54,114.8,119.8,83.98,4,1,2,2023,0.8885946808151407,False,False,False,0,False
2023-01-04,Moscow,Russia,81.31,62.56,40.54,46.76,8.69,102.4,21.34,77.0,7.08,125.84333333333336,121.41714285714284,27.555876998253108,147.68,148.54,114.8,62.49,4,1,2,2023,-1.4554841734207893,False,False,False,0,False
2023-01-04,Madrid,Spain,65.4,166.17,94.0,3.95,0.97,15.65,26.5,73.1,11.92,98.13,109.9114285714286,32.056818530317564,81.31,147.68,148.54,145.94,4,1,2,2023,-1.388516721581202,False,False,False,0,False
2023-01-04,Dubai,UAE,38.88,58.26,51.49,7.72,7.63,76.36,29.0,52.12,6.71,61.86333333333334,102.34428571428572,41.80162431339352,65.4,81.31,147.68,91.85,4,1,2,2023,-1.5182253502152339,False,False,False,0,False
2023-01-04,Sydney,Australia,113.17,89.16,16.55,26.36,2.02,186.62,30.33,36.92,8.03,72.48333333333333,101.39714285714284,41.4135029164344,38.88,65.4,81.31,119.8,4,1,2,2023,0.2842758113538126,False,False,False,0,False
2023-01-04,New York,USA,147.61,137.08,40.43,24.43,8.19,173.43,4.2,91.43,14.94,99.88666666666668,106.08428571428573,44.89371851278037,113.17,38.88,65.4,114.8,4,1,2,2023,0.9249782744765898,False,False,False,0,False
2023-01-04,Beijing,China,97.32,147.52,47.68,4.26,5.06,10.6,-4.69,37.66,15.11,119.36666666666667,98.76714285714289,40.808938446654736,147.61,113.17,38.88,148.54,4,1,2,2023,-0.03546141880164602,False,False,False,0,False
2023-01-04,Johannesburg,South Africa,79.53,171.18,49.52,13.2,4.78,153.98,21.31,77.26,5.88,108.15333333333336,89.03142857142858,34.895863856418735,97.32,147.61,113.17,147.68,4,1,2,2023,-0.2722795059681151,False,False,False,0,False
2023-01-04,Rio de Janeiro,Brazil,110.44,155.43,49.86,38.35,4.51,55.1,7.01,32.27,17.56,95.76333333333332,93.19285714285716,35.552336873162844,79.53,97.32,147.61,81.31,4,1,2,2023,0.48511980852873177,False,False,False,0,False
2023-01-04,Istanbul,Turkey,104.09,136.93,38.51,38.04,7.85,99.95,24.52,35.26,3.65,98.02,98.72,33.457115835050665,110.44,79.53,97.32,65.4,4,1,2,2023,0.16050397249764475,False,False,False,0,False
2023-01-04,Mumbai,India,92.84,155.11,8.99,11.29,2.22,71.12,6.97,95.96,3.47,102.45666666666666,106.42857142857144,21.42454155757783,104.09,110.44,79.53,38.88,4,1,2,2023,-0.634252611259769,False,False,False,0,False
2023-01-04,Tokyo,Japan,86.22,122.88,10.96,48.98,0.3,131.54,7.64,51.67,3.93,94.38333333333333,102.57857142857142,22.409997343872647,92.84,104.09,110.44,113.17,4,1,2,2023,-0.729967575489884,False,False,False,0,False
2023-01-04,Tokyo,Japan,131.65,166.12,62.22,40.53,2.96,73.55,33.65,39.84,10.94,103.57,100.29857142857144,17.292471799959042,86.22,92.84,104.09,147.61,4,1,2,2023,1.8130102470191576,False,False,False,0,False
2023-01-04,Sydney,Australia,105.66,90.46,70.4,9.26,4.68,91.31,7.2,51.49,12.48,107.84333333333332,101.49,17.340290270542315,131.65,86.22,92.84,97.32,4,1,2,2023,0.2404804034245907,False,False,False,0,False
2023-01-04,New York,USA,52.52,104.37,8.52,24.08,9.21,116.54,17.84,37.36,10.7,96.61,97.63142857142856,24.548296905332933,105.66,131.65,86.22,79.53,4,1,2,2023,-1.8376602150265988,False,False,False,0,False
2023-01-04,Moscow,Russia,116.64,125.82,90.61,14.97,8.72,147.96,37.02,62.61,16.54,91.60666666666668,98.51714285714286,25.190898299640978,52.52,105.66,131.65,110.44,4,1,2,2023,0.7194208371043287,False,False,False,0,False
2023-01-04,Seoul,South Korea,39.84,195.93,73.74,25.34,4.7,164.08,20.2,77.7,14.82,69.66666666666667,89.33857142857143,33.24082651828989,116.64,52.52,105.66,104.09,4,1,2,2023,-1.4890896710960857,False,False,False,0,False
2023-01-04,Beijing,China,40.05,136.99,62.46,19.85,1.27,57.78,28.38,45.45,2.33,65.50999999999999,81.79714285714284,37.96644690349871,39.84,116.64,52.52,92.84,4,1,2,2023,-1.0995799254577117,False,False,False,0,False
2023-01-04,Rio de Janeiro,Brazil,65.59,60.23,27.11,43.15,0.14,187.28,16.9,59.66,9.13,48.49333333333334,78.85000000000001,38.364516591941175,40.05,39.84,116.64,86.22,4,1,2,2023,-0.3456318801222628,False,False,False,0,False
2023-01-05,Toronto,Canada,75.68,93.08,35.81,9.87,5.12,48.02,23.92,47.33,15.6,60.44,70.85428571428572,30.56606389289857,65.59,40.05,39.84,131.65,5,1,3,2023,0.15787817176805571,False,False,False,0,False
2023-01-05,Bangkok,Thailand,95.64,192.46,37.28,46.64,8.5,159.19,14.02,91.29,2.49,78.97,69.42285714285715,28.85092876280045,75.68,65.59,40.05,105.66,5,1,3,2023,0.908710533091668,False,False,False,0,False
2023-01-05,Istanbul,Turkey,137.31,47.28,57.29,39.92,8.27,13.91,20.31,52.4,10.9,102.87666666666668,81.53571428571429,37.1711469005835,95.64,75.68,65.59,52.52,5,1,3,2023,1.500472553670646,False,False,False,0,False
2023-01-05,Cairo,Egypt,47.5,133.65,36.7,7.45,4.28,139.85,-7.5,23.66,2.68,93.48333333333332,71.65857142857143,35.433925094731514,137.31,95.64,75.68,116.64,5,1,3,2023,-0.6817921346083575,False,False,False,0,False
2023-01-05,Mexico City,Mexico,80.32,35.99,13.18,29.34,6.25,190.71,27.43,50.01,16.72,88.37666666666667,77.44142857142857,32.56247094871196,47.5,137.31,95.64,39.84,5,1,3,2023,0.08840150469591075,False,False,False,0,False
2023-01-05,Seoul,South Korea,72.67,196.91,12.16,42.38,6.18,27.72,38.25,22.66,16.64,66.83,82.10142857142857,28.385810673980128,80.32,47.5,137.31,40.05,5,1,3,2023,-0.3322585597226446,False,False,False,0,False
2023-01-05,New York,USA,94.59,32.59,82.94,44.55,8.42,48.51,30.44,78.0,10.96,82.52666666666666,86.24428571428572,27.68188267750995,72.67,80.32,47.5,65.59,5,1,3,2023,0.30148651313348857,False,False,False,0,False
